COASTAL CARE PHARMACY #3,"104 - 5795 176 Street Surrey, BC V3S 4E1 CANADA",604-283-9002,778-547-6250
COLLINGWOOD PHARMACY,"2732 41st Ave E Vancouver, BC V5R 2X1 CANADA",604-428-6455,604-428-6457
COLUMBIA PRESCRIPTION X-PRESS,"317 Columbia St E New Westminster, BC V3L 3W8 CANADA",604-525-3784,604-525-3734
COLUMBIA RIVER PHARMACY,"1002 Columbia Avenue Castlegar, BC V1N 1H2 CANADA",250-365-0001,250-365-0009
COLUMBIA ST. PHARMACY,"Columbia 300 #112 - 300 Columbia St Kamloops, BC V2C 6L1 CANADA",778-471-5971,778-471-5973
COMMUNITY APOTHECARY,"402 - 3701 Hastings St Burnaby, BC V5C 2H6 CANADA",604-757-1254,604-563-7852
COMMUNITY APOTHECARY #2,"210 - 990 Fort Street Victoria, BC V8V 3K2 CANADA",778-400-5757,778-440-0197
COMMUNITY CARE PHARMACY #7164,"1001 - 7495 132 St Surrey, BC V3W 1J8 CANADA",604-501-2681,604-597-5436
COMMUNITY OUTREACH PHARMACY,"#301 - 800 Carleton Crt Delta, BC V3M 6Y6 CANADA",778-654-7172,778-654-7172
CONTINENTAL PHARMACY,"1196 - 3779 Sexsmith Rd Richmond, BC V6X 3Z9 CANADA",604-276-8938,604-276-8940
CONTINENTAL PHARMACY #2,"5316 Victoria Dr Vancouver, BC V5P 3V7 CANADA",604-327-6823,604-327-0272
COOL-AID DISPENSARY,"713 Johnson St Victoria, BC V8W 1M8 CANADA",250-385-8469,250-383-5933
CORDOVA BAY PHARMACY,"5166 Cordova Bay Rd Victoria, BC V8Y 2K6 CANADA",250-590-6053,250-590-6403
CORNING DRUGS #2,"102-236 Georgia St E Vancouver, BC V6A 1Z7 CANADA",604-685-7609,604-685-7672
CORNING DRUGS LTD.,"515 Main St. Vancouver, BC V6A 2V1 CANADA",604-685-9056,604-685-8681
COSTCO PHARMACY # 51,"3550 Brighton Ave. Burnaby, BC V5A 4W3 CANADA",604-420-9811,604-420-2771
COSTCO PHARMACY # 54,"9151 Bridgeport Road Richmond, BC V6X 3L9 CANADA",604-270-1163,604-270-2245
COSTCO PHARMACY # 55,"7423 King George Blvd Surrey, BC V3W 5A8 CANADA",604-596-0757,604-596-2216
COSTCO PHARMACY # 59,"2479 North Highway 97 Kelowna, BC V1X 4J2 CANADA",250-868-2548,250-868-0132
COSTCO PHARMACY # 155,"6700 Island Highway Nanaimo, BC V9V 1K8 CANADA",250-390-0585,250-390-1339
COSTCO PHARMACY # 158,"2555 Range Road Prince George, BC V2N 4G8 CANADA",250-614-1759,250-614-8375
COSTCO PHARMACY # 161,"1675 Versatile Drive Kamloops, BC V1S 1W7 CANADA",250-372-7348,250-372-5729
COSTCO PHARMACY # 163,"1127 Sumas Way Abbotsford, BC V2S 8H2 CANADA",604-864-3935,604-864-2865
COSTCO PHARMACY # 255,"2370 Ottawa St Port Coquitlam, BC V3B 7Z1 CANADA",604-552-2298,604-552-5488
COSTCO PHARMACY # 256,"799 McCallum Rd Victoria, BC V9B 6A2 CANADA",250-391-8986,250-391-0413
COSTCO PHARMACY # 259,"20499 64th Ave Langley, BC V2Y 1N5 CANADA",604-539-8928,604-539-8925
COSTCO PHARMACY # 548,"4500 Still Creek Dr Burnaby, BC V5C 0E5 CANADA",604-296-5109,604-296-5106
COSTCO PHARMACY # 552,"605 Expo Blvd Vancouver, BC V6B 1V4 CANADA",604-622-5059,604-622-5056
COSTCO PHARMACY #1092,"588 Crown Isle Blvd Courtenay, BC V9N 0A6 CANADA",250-331-8710,250-331-8720
COSTCO PHARMACY #1240,"Unit #1, 3550 Brighton Avenue Burnaby, BC V5A 4W3 CANADA",778-732-1456,778-732-1460
COTTONWOOD REMEDYS'RX,"100 - 45428 Luckakuck Way Chilliwack, BC V2R 3S9 CANADA",604-858-9446,604-858-9447
COUNTRY GROCER PHARMACY,"372 Lower Ganges Rd Salt Spring Island, BC V8K 2V7 CANADA",250-538-0323,250-538-0326
COURTENAY PHARMACY,"2599B Cliffe Ave Courtenay, BC V9N 2L5 CANADA",250-871-8405,250-871-8409
COVE PHARMACY,"672 Plaza Rd Box 614, Quadra Island Quathiaski Cove, BC V0P 1N0 CANADA",250-285-2275,250-285-3375
COWRIE PHARMACY,"Unit 1 - 5699 Cowrie St Sechelt, BC V0N 3A0 CANADA",604-885-0580,604-885-0572
CRANBROOK IDA PHARMACY,"13 24th Ave N Cranbrook, BC V1C 3H9 CANADA",250-420-4133,250-420-4135
CRC DRUGS HOMECARE,"180 - 6971 Elmbridge Way Richmond, BC V7C 0A5 CANADA",604-232-8227,604-394-2559
CRIDGE FAMILY PHARMACY,"641 Fort St Victoria, BC V8W 1G1 CANADA",250-686-7104,778-433-7848
CRIDGE FAMILY PHARMACY 2,"2136b Keating Cross Rd Saanichton, BC V8M 2A6 CANADA",250-652-8880,1-855-297-5608
CRIDGE FAMILY PHARMACY 3,"108 - 1411 Cook St Victoria, BC V8V 0E8 CANADA",250-590-8711,866-647-1319
CROFTON PHARMACY,"101 - 8146 Queen St PO Box 1089 Crofton, BC V0R 1R0 CANADA",250-324-5554,250-324-5558
CROSSROADS PHARMACY,"140 - 2061 Sumas Way Abbotsford, BC V2S 8H6 CANADA",778-880-0125,778-880-0282
CRYSTAL PHARMACY & MEDICAL SUPPLIES,"1611 - 4500 Kingsway Burnaby, BC V5H 2A9 CANADA",604-433-2821,604-433-2830
CUMBERLAND PHARMASAVE #1015,"101-2665 Beaufort Ave Cumberland, BC V0R 1S0",250-400-3456,250-400-2942
DAVIE PHARMACY,"1232 Davie St Vancouver, BC V6E 1N3 CANADA",604-559-9952,604-559-7752
DAVIES PRESCRIPTIONS - ST. GEORGES,"1401 St. Georges Ave. North Vancouver, BC V7L 3J3 CANADA",604-985-8771,604-985-8262
DAWSON PHARMACY,"4218 Dawson St Burnaby, BC V5C 0B8 CANADA",604-428-9755,604-428-9756
DEAN PHARMACY,"102 - 6844 King George Blvd Surrey, BC V3W 4Z9 CANADA",778-564-3326,778-564-3777
DEEP COVE PHARMACY,"4322 Gallant Ave North Vancouver, BC V7G 1K8 CANADA",604-985-3539,604-985-3540
DELTA PRESCRIPTION CLINIC,"#101 - 8425 120th St Delta, BC V4C 6R2 CANADA",604-594-4499,604-594-4155
DONEX PHARMACY & DEPARTMENT STORE,"Box 40 145 Birch Ave S 100 Mile House, BC V0K 2E0 CANADA",250-395-4004,250-644-2251
DOWNTOWN CLINIC PHARMACY,"569 Powell Street Vancouver, BC V6A 1G8 CANADA",604-216-4257,604-216-4270
DRUGLAND PHARMACY,"#107 - 7738 Edmonds St Burnaby, BC V3N 1B8 CANADA",604-636-0666,604-636-0663
DRUGSTORE PHARMACY #6722,"200 Carmi Avenue Penticton, BC V2A 3G5 CANADA",250-493-0053,250-493-4078
DRUGSTORE PHARMACY #6733,"PO Box 849 201 Hwy 16 W Burns Lake, BC V0J 1E0 CANADA",250-692-1987,250-692-1991
DRUGSTORE PHARMACY #6734,"1000 South Lakeside Drive Williams Lake, BC V2G 3A6 CANADA",250-305-2158,250-305-2162
DTES CONNECTIONS PHARMACY,"120 - 623 Powell St Vancouver, BC V6A 1H2 CANADA",604-675-3605,604-675-3609
DUNCAN PHARMACY,"921 E Canada Ave Duncan, BC V9L 1V2 CANADA",250-597-4100,250-597-4191
DUNDAS REMEDY'S RX PHARMACY,"2081 Dundas St Vancouver, BC V5L 1J5 CANADA",778-379-5095,778-379-5094
DYCK'S PHARMACISTS (PANDOSY),"3039 Pandosy St Kelowna, BC V1Y 1W3 CANADA",778-478-0360,778-478-0361
DYCK'S PHARMACISTS (SPRINGFIELD),"1111 Springfield Road Kelowna, BC V1Y 8R7 CANADA",250-762-7774,250-762-7718
DYCK'S PHARMACISTS (ST. PAUL),"1460 St. Paul St Kelowna, BC V1Y 2E6 CANADA",250-762-3333,250-862-8829
DYCK'S PHARMACISTS IDA (GLENMORE),"116-1920 Summit Dr Kelowna, BC V1V 3E9 CANADA",250-762-4411,250-762-6868
EAGLE LANDING PHARMACY,"504 - 8236 Eagle Landing Parkway Chilliwack, BC V2R 0R5 CANADA",604-392-5529,604-392-5539
EASECARE PHARMACY,"8585 160 St Surrey, BC V4N 1G4 CANADA",778-578-5160,778-578-5165
EAST END PHARMACY,"2021 Commercial Drive Vancouver, BC V5N 4B1 CANADA",604-255-9890,604-255-9815
EASTSIDE PHARMACY LTD.,"398 Hastings St E Vancouver, BC V6A 1P4 CANADA",604-255-1714,604-255-1753
EASY DRUGS,"200 - 221 Esplanade W North Vancouver, BC V7M 3J3 CANADA",604-973-1603,604-924-0183
EDMONDS PHARMACY,"105 - 7315 Edmonds St Burnaby, BC V3N 1A7 CANADA",604-526-1110,604-526-1926
ELEMENTS COMPOUNDING PHARMACY,"3540 Blanshard St Victoria, BC V8X 1W3 CANADA",250-590-6777,250-590-6778
ELKFORD DRUG STORE,"Suite B - 4 Front St PO Box 370 Elkford, BC V0B 1H0 CANADA",778-521-5181,778-521-5182
ELYSIAN PHARMACY LTD.,"110 - 2626 Croydon Drive Surrey, BC V3Z 0S8 CANADA",604-256-4132,778-613-2089
ENDERBY PHARMACY AND WELLNESS CENTRE,"513 Cliff Ave PO Box 310 Enderby, BC V0E 1V0 CANADA",250-838-0502,250-838-7233
ENHANCE RX,"302 - 3965 Kingsway Ave Burnaby, BC V5H 1Y8 CANADA",604-336-7280,604-336-7281
ESTEVAN PHARMACY LIMITED,"2517 Estevan Avenue Victoria, BC V8R 2S6 CANADA",250-598-2517,250-598-2512
EVERGREEN PHARMACY,"104 - 1168 The High St Coquitlam, BC V3B 0C6 CANADA",604-474-3837,604-474-3835
EVERWELL PHARMACY,"8179 Granville St Vancouver, BC V6P 4Z6 CANADA",604-563-8282,604-563-8280
EXPRESS CARE PHARMACY,"25 - 6014 Vedder Road Chilliwack, BC V2R 5M4 CANADA",604-705-0029,604-705-0087
EXPRESS SCRIPTS CANADA PHARMACY,"Unit 125 - 2250 Boundary Rd Burnaby, BC V5M 3Z3 CANADA",1-888-249-6094,1-888-807-6972
FAIRWAY DRUG MART,"7595 - 6th Street Burnaby, BC V3N 3M6 CANADA",604-521-9133,604-521-9133
FAMILY CARE PHARMACY,"12815B 96 Ave Surrey, BC V3V 6V9 CANADA",604-581-1900,604-581-1902
FAMILY CARE PHARMACY #2,"8925 120 St Delta, BC V4C 6R6 CANADA",604-599-0211,604-599-4318
FAMILY CARE PHARMACY #3,"1539 Johnston Rd White Rock, BC V4B 3Z6 CANADA",604-536-1300,604-536-1322
FAMILY CARE PHARMACY #4,"102 - 5581 204 St Langley, BC V3A 1Z4 CANADA",604-539-1611,604-539-1655
FINLANDIA NATURAL PHARMACY,"1111 West Broadway Vancouver, BC V6H 1G1 CANADA",604-733-5323,604-733-5340
FLEETWOOD PHARMACY REMEDY'SRX,"305 - 9014 152 St Surrey, BC V3R 4E7 CANADA",604-496-3303,604-496-3301
FORBES PHARMACY - BURNSIDE,"1 - 101 Burnside Rd Victoria, BC V9A 1B7 CANADA",778-432-3784,778-432-3785
FORBES PHARMACY - FORT STREET,"1775 Fort St. Victoria, BC V8R 1J3 CANADA",250-595-1471,250-595-1911
